date_played_est,iron_source,enter_type,gold_source,spawn_biome,rta,time_wood,time_iron_pick,time_nether,time_bastion,time_fortress,time_first_portal,time_second_portal,time_stronghold,time_end,igt,gold_dropped,blaze_rods,blazes_killed,flint_picked_up,gravel_mined,deaths_total,jumps,eyes_used,diamond_picks_crafted,ender_pearls_used,obsidian_placed,diamond_sword_crafted,stone_mined,netherrack_mined,trade_enchanted_book, trade_iron_boots,trade_potion,trade_splash_potion,trade_iron_nugget,trade_ender_pearl,trade_string,trade_quartz,trade_obsidian,trade_crying_obsidian,trade_fire_charge,trade_leather,trade_soul_sand,trade_nether_brick,trade_glowstone_dust,trade_gravel,trade_magma_cream,killed_blaze,killed_chicken,killed_cod,killed_cow,killed_creeper,killed_enderman,killed_endermite,killed_ghast,killed_hoglin,killed_iron_golem,killed_pig,killed_piglin,killed_salmon,killed_sheep,killed_skeleton,killed_spider,killed_witch,killed_wither_skeleton,killed_zombie,eaten_bread,eaten_cooked_beef,eaten_cooked_chicken,eaten_cooked_cod,eaten_cooked_mutton,eaten_cooked_porkchop,eaten_cooked_salmon,eaten_enchanted_golden_apple,eaten_golden_apple,eaten_apple,eaten_rotten_flesh,eaten_golden_carrot,eaten_mushroom_stew,travel_walk_on_water,travel_walk,travel_walk_under_water,travel_swim,travel_boat,travel_sprint,seed,igt_2,date_played_est_2,bastion_type,end_fight_type,real_deaths,frame_eyes,run_id,,,,,,,,,,notes,
4/12/2025 13:51:23,Village,Lava Pool,Bastion,forest,0:23:14,0:00:07,0:01:33,0:05:00,0:08:09,0:14:43,0:16:24,0:17:48,0:19:02,0:19:57,0:21:37,161,7,8,1,18,1,827,15,0,20,20,0,69,93,,,,,,,,,,,,,,,,,,8,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,25,0,0,0,0,2,0,0,0,0,0,0,0,6,306,14,45,244,865,5488987660603325838,0:21:37,04/12/2025 13:51:23,Housing,Half Bow,0,2,"5,484",FALSE,,,,,,,,https://youtu.be/lskxEJ3D0Vc?si=qEAvuluzsthFvRWh&t=6453,"20 chunk plains village in taiga, got insta hit back by golem, great dig after hearing bat, massive cave but no lava, sub 5 enter, 23 chunk diagonal bastion with bad terrain, took a lot of damage from top down, traded backups for 20 obi, no spawner in 32 rd, went back to spawn for far basalt fort, 1k blind, stronghold near ocean ruins with drowned nation, messed up pearl clip, misplaced obi for one cycle setup",
4/12/2025 13:23:17,Village,Lava Pool,Bastion,wooded_hills,0:22:24,0:00:58,0:01:25,0:05:08,0:07:32,0:13:37,0:15:36,0:19:41,0:19:42,0:20:38,0:21:31,193,7,21,2,16,0,786,15,0,21,20,0,54,81,,,,,,,,,,,,,,,,,,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,3,0,0,0,0,8,370,2,0,113,907,1892022805453641483,0:21:31,04/12/2025 13:23:17,Treasure,Zero Cycle,0,0,"5,483",FALSE,,,,,,,,https://youtu.be/lskxEJ3D0Vc?si=-vpXC56w4715p0br&t=4812,"Very close village hidden behind forest, scary golem killing spot, annoying cod strats, dug straight down into lava but lived, stupid gravel made portal build hard, low 5 enter, far diagonal bastion zombie piglins ruined top route, traded bottom after only 6 obi, bad terrain to fort hidden behind basalt wall, 1st portal in jungle, 2.4k blind, axis skeleton moment, left on 7 rods refusing to wait more, awful terrain to 2nd portal coords, somehow eye spy, backnav in portal room, hit back 95 on small boy",
4/12/2025 12:58:28,Structureless,Lava Pool,Bastion,taiga,0:21:35,0:00:04,0:01:06,0:07:28,0:09:57,0:12:53,0:14:47,0:16:58,0:17:58,0:18:46,0:20:46,100,7,13,1,4,1,756,14,0,16,20,0,110,207,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,8,6,0,0,0,0,0,0,0,0,6,0,7,0,22,379,14,56,62,930,-3906179659527499377,0:20:46,04/12/2025 12:58:28,Housing,Half Bow,0,3,"5,482",FALSE,,,,,,,,https://youtu.be/lskxEJ3D0Vc?si=4cSFZnMsbv3K3FuH&t=3349,"Had to pie ray village in 5 chunks not seeing it, average plains village in mega taiga, golem cooperated but no haybales, gravel patch entrance to cave for rest of iron, sent enter on low food going for garrots in bastion, almost died to mob nation on way to lava slow mid 7 enter, 23 chunk bastion inside wall, weird housing enter spot, low piglins from top down, close 15 chunk fort with great terrain kept sub 20 pace alive, wither jumpscare while forgetting hard mode, 1.4k blind, nailed 2nd portal, preemptived mineshaft, dragon flew on back 95 and killed sub 20",
4/12/2025 12:34:01,Structureless,Lava Pool,Bastion,plains,0:19:51,0:00:21,0:04:30,0:05:57,0:07:10,0:10:53,0:12:47,0:16:20,0:16:20,0:17:17,0:18:49,79,8,18,1,8,3,653,13,0,13,20,0,55,32,,,,,,,,,,,,,,,,,,18,0,0,4,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,8,263,67,400,29,758,2399057367935886464,0:18:49,04/12/2025 12:34:01,Housing,Half Bow,1,1,"5,481",FALSE,,,,,,,,https://youtu.be/lskxEJ3D0Vc?si=CPuCwksSI8W_vZGR&t=2011,"Comitted again to structureless in plains, heard slime while mining iron, lucky digdown next to lava pool for mid 5 enter, bastion in 16 rd, top down with great trades, 23 chunk fort, perfect double blaze spawner, baby trident guy (1 in 400) ruined axis, 900 blind, plumbed lava with 2nd portal, eye spy, dragon flew on front side 94, double obi setup for one cycle, still sub 20",
4/12/2025 12:11:19,Structureless,Lava Pool,Bastion,plains,0:30:29,0:00:12,0:03:53,0:06:03,0:06:54,0:19:37,0:21:09,0:23:44,0:25:19,0:28:16,0:29:09,237,8,15,1,29,4,"1,151",16,0,39,20,0,108,15,,,,,,,,,,,,,,,,,,15,0,0,5,0,1,1,1,0,0,0,0,0,0,0,1,0,4,1,3,10,0,0,0,0,0,0,0,0,1,0,8,2,491,0,24,106,"1,447",1698525190278538268,0:29:09,04/12/2025 12:11:19,Treasure/Treasure,Zero Cycle,0,1,"5,480",FALSE,,,,,,,,https://www.youtube.com/watch?v=lskxEJ3D0Vc,"Nothing in 32 rd, baby zombie villager (1 in 400), almost suffocated digging up to y 16 lava pool, low 6 enter, 2 bastions in sight from spawn, preferred trevor, pearl hang from bottom hole in oned in trading hole too locked in to break spawner, no spawner in 32 rd, tried avoiding basalt fort to crazy far trevor, lost 50/50 on diagonal to fort, secret entrance, 3 withers on blaze spawner, 2.2k blind, not eye spying killed sub 25, nailed 2nd portal, lost in stronghold due to double library spike, finished strong with crazy back 95 zero on caged end spawn",
4/11/2025 19:02:46,Full Shipwreck,Lava Pool,Bastion,plains,0:22:56,0:00:26,0:03:31,0:05:17,0:08:37,0:14:15,0:16:01,0:17:18,0:18:47,0:19:25,0:22:21,155,8,13,2,4,2,750,17,0,23,22,0,16,158,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,4,2,0,0,0,0,0,0,24,"4,897",25,344,782,951,-5665257896891760745,0:22:21,04/11/2025 19:02:46,Treasure,Other,0,1,"5,479",FALSE,,,,,,,https://www.twitch.tv/couriway/clip/AlluringStrangeLeopardKappaRoss-R6nDN8Fumq6FpOgD,https://youtu.be/KGisUv0GWnQ?si=j30nUWBBAG41ujej&t=25927,"Savanna spawn, rp with 1 obby in chest - not completable, 6 bread 3 iron map boat, 16 iron 2 diamond bt, ocean ravine into lavapool, low 5 enter, far bastion, lost direction along the way, got trevor, netherite ingot and kb diamond sword in bottom, insane obby in chests, very less string again, far fort, 8/13 rates, 0.6 angle blind, 2nd portalled near sheep, sheared sheep for beds, pearled next to creeper with 3 hearts - somehow survived, 1347 blind dist, back 99 setup, backed out of 0 after 2 beds, 2 perch cycles for low 22",
4/11/2025 18:35:53,Full Shipwreck,Magma Ravine,Bastion,beach,0:26:40,0:01:00,0:02:11,0:04:53,0:14:01,0:09:25,0:18:35,,0:21:35,0:23:11,0:25:00,110,8,19,1,12,0,929,18,0,12,10,0,17,147,,,,,,,,,,,,,,,,,,19,0,0,0,0,0,0,0,5,0,0,2,0,0,1,0,0,4,0,0,0,0,7,0,18,0,0,1,0,0,0,0,16,366,24,691,650,"1,102",7735822469088779260,0:25:00,04/11/2025 18:35:53,Housing,Half Bow,0,0,"5,478",FALSE,,,,,,,,https://youtu.be/KGisUv0GWnQ?si=OGx8jjVw805k1phc&t=24090,"Ocean spawn, insider traded boat, 6 iron 7 gold and close map, 2 gold 11 iron bt, crafted extra bucket and threw it away, sub 4 enter, ran into lava, while digging up, got poison stew after fire extinguished, confused by weird e ray, decided to warped fort first, 8/19 rates, went to new e ray spike, got lava housing, traded in centre, only got 10 obby + 2 from rp, also low explosive count decided to go home portal but then dipped to blind, luckily got close sh coz of silliness, 730 block blind, found library for beds and bow, not enf for zero or ground, perch but had to axe, got 25:00:xxx, nether spawn had no bastion but still high e ray weird",
4/11/2025 17:54:15,Full Shipwreck,Obsidian,Bastion,forest,0:20:51,0:01:00,0:04:01,0:04:34,0:06:54,0:14:33,0:15:04,0:16:55,0:18:31,0:19:13,0:20:06,300,8,12,0,1,0,671,20,0,18,24,0,10,88,,,,,,,,,,,,,,,,,,12,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3,1,0,2,0,2,0,0,3,0,0,0,17,6,0,7,273,64,"1,048",160,945,1012624116038211161,0:20:06,04/11/2025 17:54:15,Treasure,Zero Cycle,0,1,"5,477",FALSE,,,,,,https://www.twitch.tv/couriway/clip/RoundReliableRaisinWOOP-LCG_oBPTKLHlto19,https://www.twitch.tv/couriway/clip/JazzyIncredulousChickpeaOMGScoots-d8LHQIybxJD5edwm,https://youtu.be/KGisUv0GWnQ?si=tf5ACO4zkvCoSpqw&t=21940,"Forest spawn, went towards ocean, 6 carrot and map bad boat, 5 iron 13 gold 1 diamond bt, rp with 4 obby in chest - mid 4 enter, skeleton shot z-piglin, double ghast attack, ghast shot perfectly into a 15 block 1x1 gap, got trevor, diamond helmet in bottom, get fire charges and crafting table into inventory challenge, prot 2 pants in rp, far ssv fort with crazy stray nation, 9/12 rates(one fell down), 0.6 on diagonal blind, 2 zombies got invitation to fort, killed cows with fns coz bucketless run, sh still 250 blocks from 2nd portal, 2294 blind dist, front 95 setup for more 20:0x",
4/11/2025 17:31:39,Full Shipwreck,Magma Ravine,Bastion,plains,0:21:19,0:00:27,0:04:47,0:06:19,0:07:07,0:11:25,0:12:44,0:14:38,0:17:16,0:17:59,0:20:02,116,8,9,1,23,0,692,18,0,11,20,0,66,50,,,,,,,,,,,,,,,,,,9,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,3,0,0,5,0,7,0,0,0,0,0,0,0,32,"1,912",69,752,914,662,-8424889096245658213,0:20:02,04/11/2025 17:31:39,Treasure,Half Bow,0,1,"5,476",FALSE,,,,,,,,https://youtu.be/KGisUv0GWnQ?si=kDLnPUMfS-SADNq6&t=20554,"Plains spawn, went to ocean, rotten fleshy bad boat, boat and bt combined for 10 iron 10 gold 2 diamonds, low 6 enter, close trevor, almost fell off bridge, hoglin squad in top rampart, left diamond armor in bottom, good terrain to warped fort, 8/9 rates, swamp blind, 0.3 angle blind, 2nd portal into y30 o70 cave, sh still 350 blocks away, 2419 blind dist, accidentally crafted extra eyes so none for zero and no ground, dragon flipped on perch, another 20:0x",
4/11/2025 17:08:11,Structureless,Lava Pool,Bastion,plains,0:23:15,0:00:18,0:03:06,0:05:59,0:08:46,0:15:51,0:17:24,0:19:43,0:20:40,0:21:28,0:22:23,244,8,15,1,16,0,886,15,0,13,20,0,54,239,,,,,,,,,,,,,,,,,,15,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,1,2,0,0,4,0,10,4,0,0,0,0,2,0,0,9,350,8,98,237,"1,167",-2250252845007550954,0:22:23,04/11/2025 17:08:11,Treasure,Zero Cycle,0,1,"5,475",FALSE,,,,,,,,https://youtu.be/KGisUv0GWnQ?si=UY9b4pLlPJGnurq9&t=19028,"Forgot chance for back to back sub 15 for a minute, no structure in 32 rd, caved in dark oak, far animals, sub 6 enter, no divine, bastion a lot further than expected, scary bridging while getting shot by ghast, rare bottom trevor window entrance, traded bottom after no pearls from top, only wall to far warped fort, insane blaze melee moment, 1.9k blind, ocean exposed, totally necessary 16 beds, hit back side 94 on t 103",
4/11/2025 16:20:13,Buried Treasure w/ tnt,Lava Pool,Bastion,desert,0:15:14,0:00:30,0:00:46,0:03:07,0:04:44,0:08:11,0:10:12,0:12:44,0:13:10,0:13:50,0:14:38,158,8,15,1,5,0,574,14,0,17,20,0,11,109,,,,,,,,,,,,,,,,,,15,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,1,2,0,0,0,21,189,18,234,222,571,-1211373858021148467,0:14:38,04/11/2025 16:20:13,Bridge,Zero Cycle,0,3,"5,474",FALSE,,,,,,,,https://youtu.be/KGisUv0GWnQ?si=jF1avKwTs5K0u5ya&t=16635,"Good boat directly on desert coast, no lava pool on map to close bt, found lava quick in ocean cave for sub 3 enter, far diagonal bastion with bad terrain, saw fort on the way, messed up preemptive dk bridge, left on only 2 fire res (2.27%), low 8 fort enter, 1.8k blind, bad terrain to 2nd portal, nailed axis, wormhole to portal room, front 99 for sub 15",
4/11/2025 16:02:29,Structureless,Lava Pool,Bastion,plains,0:37:39,0:00:42,0:01:33,0:08:25,0:25:04,0:09:13,0:28:58,0:32:56,0:32:56,0:35:33,0:36:37,105,18,19,4,23,2,"1,745",13,1,7,21,0,219,5,,,,,,,,,,,,,,,,,,19,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,3,1,14,0,0,0,0,0,0,0,6,0,15,0,0,26,623,57,270,209,"1,606",-5498733701781141624,0:36:37,04/11/2025 16:02:29,Stables,Half Bow,2,1,"5,473",FALSE,,,,,https://www.twitch.tv/couriway/clip/DarkSpookyAppleUncleNox-EsjoNrlr2jwsjYfj,https://www.twitch.tv/couriway/clip/TriangularDrabIcecreamVoteNay-ndlx6uumn2lS81fz,https://www.twitch.tv/couriway/clip/FuriousEagerChickpeaDxCat-8SeZKMrMXjReK9ve,https://youtu.be/KGisUv0GWnQ?si=zWbu4HN4H8eNTgFQ&t=14227,"Savanna village in sight from spawn, ripped bucket in chest, tanked insta counter from 3 iron golem, desert blacksmith for light, dig to china for lava smelted iron for new pick after getting cooked on diamonds too, mid 8 enter, spawned right next to fort, bastion far so shieldless fort first, scary crossfire, bastion barely in 32 rd from spawner, boat almost sniped by blaze, died hole in oning boat in lava pit, managed to save rods, died again getting sniped from behind by skeleton 5 gap temple for recovery, tnted diamonds for pick, almost forgot to grab rods when getting stuff, no triple single gap, 1st portal next to dungeon, 1.4k blind, mined 8 obi for 2nd portal, eye spy, lost in mineshaft stronghold with dungeon, warzone while entering portal room, missed tower for zero, insta perch",
4/11/2025 15:21:42,Structureless,Lava Pool,Bastion,forest,0:26:10,0:00:04,0:04:11,0:06:59,0:08:19,0:15:43,0:19:03,0:20:31,0:21:40,0:22:57,0:25:09,162,8,25,1,24,0,928,16,0,24,21,0,36,32,,,,,,,,,,,,,,,,,,25,2,0,2,0,0,0,0,3,0,3,0,0,1,1,0,0,0,0,0,5,2,0,2,13,0,0,0,0,0,0,0,32,409,6,152,104,"1,390",-3705327826503671421,0:25:09,04/11/2025 15:21:42,Treasure/Treasure,Other,0,1,"5,472",FALSE,,,,,,,https://www.twitch.tv/couriway/clip/OilyAntediluvianOryxSoonerLater-gMXnbyhEKZizPUwX,https://youtu.be/KGisUv0GWnQ?si=pZ9PfU0zPwdFfhOs&t=12471,"Found lava pool in forest on way to plains for caves, had to go far down for iron, barely sub 7 enter, spawned floating over lava in ssv, 0 terrain to trevor in sight so leaves clutched, traded bottom too after only 17 pearls, pie ray led back to spawn for an other trevor, pearl got curved by ghast fireball, far ssv fort, 1.1k blind, annoying 1-way stronghold, almost died messing up front 99 zero",
4/11/2025 14:52:21,Structureless,Lava Pool,Bastion,forest,0:23:13,0:00:49,0:05:04,0:08:49,0:09:52,0:14:08,0:17:00,0:18:46,0:19:43,0:20:41,0:22:40,89,8,15,1,23,0,812,16,1,13,20,0,92,185,,,,,,,,,,,,,,,,,,15,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,2,5,0,0,5,0,0,1,2,1,0,0,0,35,"2,367",12,262,16,"1,137",-6701570700301920378,0:22:40,04/11/2025 14:52:21,Stables/Treasure,Half Bow,0,1,"5,471",FALSE,,,,,,,https://www.twitch.tv/couriway/clip/DifferentSpookyRaccoonRuleFive-MNDmk707VuZZHKaR,https://youtu.be/KGisUv0GWnQ?si=HLah_yuzQt87toTp&t=10888,"Ran over a minute until finding a cave, awkward swamp tree shearing because of being too short, 2 dungeons and cave spider spawner on way to lava, lost 1 diamond, slow mid 8 enter with full diamond tools and notch erayed 2 bastions close to each other, divorced double triple route, fort behind massive wall surprisingly real besides high eray, 1st portal inside dungeon, cave educated, 700 blind, 2nd portal above shipwreck, wormhole in portal room, dragon flew on back 85 small boy then fireballed ground setup",
4/11/2025 14:21:24,Structureless,Lava Pool,Bastion,forest,0:23:21,0:00:58,0:06:47,0:08:04,0:09:32,0:14:25,0:18:02,0:19:15,0:19:16,0:19:45,0:20:40,110,8,16,1,14,0,810,14,0,12,20,0,36,97,,,,,,,,,,,,,,,,,,16,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,1,1,2,6,0,0,5,0,0,0,0,0,1,0,0,58,251,3,53,45,923,-5536663171760508903,0:20:40,04/11/2025 14:21:24,Housing/Treasure,Zero Cycle,0,0,"5,470",FALSE,,,,,,,,https://youtu.be/KGisUv0GWnQ?si=tzI87ROG5Kgrf_jR&t=9019,"Went to massive plains for caves, got cooked by animals while trying to find iron, heard lava from skeleton dungeon, mid 7 enter, escaped wall to close bastion, almost lava housing, low fire res off trades, trevor in a straight line, didn't trade for pearl restock, reached fort with 16 pearls left, ripped 250 blind in 2nd ring, suffocated baby villager by breaking his bed, eye spy starter, front 95 for sub 21",
4/11/2025 13:41:18,Desert Temple,Lava Pool,Bastion,plains,0:25:17,0:01:52,0:02:23,0:03:05,0:06:05,0:18:27,0:20:38,0:22:00,0:22:01,0:22:24,0:24:25,125,7,14,6,0,0,970,12,0,11,20,0,0,324,,,,,,,,,,,,,,,,,,14,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,1,0,15,0,0,2,562,0,0,27,"1,024",7612836807686435478,0:24:25,04/11/2025 13:41:18,Stables,Half Bow,0,2,"5,469",FALSE,,,,,,,,https://youtu.be/KGisUv0GWnQ?si=DB1nTzPL-KqauUuW&t=6486,"Again temple and lava pool at spawn on toffee's world, 5 iron and tnted rest in cave, grabbed dandelions in advance, low 3 enter, nether by far not good enough for pb, bastion in 16 rd but basalt wall, skeleton ruined triple to gap, pick broke mid route, tnted half of the gap, barely 20 obi and barely enough iron for new pick, 28 chunk fort, ripped 300 blind, eye spy, weird overhang spawn made back zero too scary",
4/11/2025 13:13:44,Village,Lava Pool,Bastion,plains,0:20:55,0:01:18,0:02:00,0:05:56,0:08:58,0:13:57,0:15:39,0:17:13,0:18:22,0:19:04,0:20:01,176,8,10,1,8,0,886,20,0,16,20,0,29,149,,,,,,,,,,,,,,,,,,10,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,31,258,6,94,134,878,1986315589630891974,0:20:01,04/11/2025 13:13:44,Bridge,Zero Cycle,0,1,"5,468",FALSE,,,,,,,,https://youtu.be/KGisUv0GWnQ?si=NdsViFQ4ZSCKlBLI&t=5106,"Plains spawn, village closeby in dark oak forest, good food chests, 5 iron golem, cod save strats, no nearby gravel, ocean ravine into lava ravine, enderman encounter but no pearl, sub 6 enter, bridge again but with lava, slightly scuffed dk route, 24 obby from chests, great trades, plumbed spawner, 8/10 rates, 0.5 angle blind, 1709 blind dist, great nav, wormholed into pr, back 94 side setup for 20:0x",
4/11/2025 12:49:40,Full Shipwreck,Magma Ravine,Bastion,forest,0:20:30,0:00:50,0:03:27,0:04:13,0:05:08,0:10:44,0:13:10,0:15:01,0:15:46,0:16:36,0:19:52,139,8,17,1,9,0,757,17,0,16,20,0,20,35,,,,,,,,,,,,,,,,,,17,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,1,5,0,0,6,0,3,0,0,0,0,3,0,5,9,"2,121",11,253,698,818,-4252136426156110958,0:19:52,04/11/2025 12:49:40,Bridge,Other,0,0,"5,467",FALSE,,,,,,,,https://youtu.be/KGisUv0GWnQ?si=vgVvYCJv6gqnJNzz&t=3684,"Forest spawn, sheep nation, went to ocean, ruins chest had 5 bread + map, 8 iron 6 cod bt, low 4 enter, close bridge, tree chalice, great trades, 26 chunk fort, 10xx ssv fort, 8/17 rates, 0.7 angle blind, collected mushrooms for food, 1485 blind dist, no good spike, front 99 setup, dragon flew after 2 beds, only 3 explosives left, 2 quick perches for sub 20",
4/11/2025 12:26:05,Village,Lava Pool,Bastion,plains,0:25:08,0:00:30,0:01:26,0:05:31,0:09:03,0:15:54,0:18:15,0:19:53,0:22:23,0:23:05,0:24:02,150,8,20,0,0,0,"1,040",19,0,15,20,0,73,241,,,,,,,,,,,,,,,,,,20,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,25,0,0,0,0,6,0,0,0,0,0,0,0,13,401,1,13,65,"1,010",-5843024495148427421,0:24:02,04/11/2025 12:26:05,Bridge,Zero Cycle,0,0,"5,466",FALSE,,,,,,,https://www.twitch.tv/couriway/clip/ZealousLitigiousSheepNotATK-eywMGyFPLLcRBNLK,https://youtu.be/KGisUv0GWnQ?si=BJhCfYXNco8Q3Dr2&t=1973,"Spawned inside village, no leather pants, forgot how to kill an iron golem, annoying villagers doing cod strats, highrolled for flint on dig to lava, almost died from woodlighting, sub 6 enter, bastion in 16 rd inside wall forgot how to play bridge for a moment, plumbed lava for cracksmoker, 19ed on obi even after chests, traded backups, back to back runs endermite on sprint dig, cosmetic 5 rd in ssv fort, 1.9k blind back to 1st ring somehow, overshot by 400+ blocks, finished with a very scuffed front 95",
4/11/2025 11:58:15,Buried Treasure,Magma Ravine,Bastion,jungle,0:30:28,0:00:37,,0:05:19,0:07:15,0:13:15,0:15:34,0:17:19,0:19:32,0:21:54,0:28:33,154,8,17,1,23,2,960,22,1,29,20,1,43,36,,,,,,,,,,,,,,,,,,17,0,0,2,0,0,1,0,0,0,0,1,0,4,0,0,0,0,0,1,3,0,0,8,0,6,0,0,2,0,0,0,14,409,34,414,771,"1,278",1876965451730984837,0:28:33,04/11/2025 11:58:15,Treasure,Other,0,0,"5,465",FALSE,,,,,,,https://www.twitch.tv/couriway/clip/ScrumptiousStrangeRaccoonSuperVinlin-4g6nwkDK0fJvYMcr,https://www.youtube.com/watch?v=KGisUv0GWnQ,"Started the day with jungle, temporarily saved by ocean, 3 diamonds in good boat (1 in 4,156), bt for food, mid 5 enter, bastion in 16 rd, unlocked new crawl in top route, traded some of bottom for 20 obi, netherite pants, 27 chunk fort almost repeated a death from yesterday, 2k blind, endermite on sprint dig, undershot 2nd portal by 400+ blocks, lost preemptive spike, missed tower on back zero while aggroing 2 endermen, crosshair somehow moved while switching from beds to anchors during ground zero, scuffed rest end fight also due to the ground setup",
4/10/2025 20:55:27,Full Shipwreck,Lava Pool,Bastion,beach,0:24:12,0:00:06,0:03:27,0:05:34,0:09:18,0:15:03,0:17:40,0:19:35,0:20:13,0:20:32,0:21:52,210,7,16,1,11,0,866,13,0,5,20,0,54,29,,,,,,,,,,,,,,,,,,16,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,3,0,0,0,0,7,5,0,0,0,0,0,0,9,273,18,564,655,744,-5390644872316015143,0:21:52,04/10/2025 20:55:27,Stables,Ground Zero,0,1,"5,464",FALSE,,,,,,,,https://youtu.be/9FMKlws0bhA?si=oA5QBMTFOSXQBhXC&t=28269,"Island spawn, got rp with 3 iron then full boat, went to close bt, almost no land on bt map, dug down from cave for mid 5 enter, far bastion, triple-to-gap, only got 18 pearls, killed hoglins for food, far fort back near 0 0, wither skeletons clipped lava and didn’t fall off, 2.8 angle change, forgot first angle and got saved by chat, 2nd portal in fortress leg, heard silverfish from cave and dug into pr, only 1 pearl so ground",
4/10/2025 20:28:45,Structureless,Lava Pool,Bastion,beach,0:39:46,0:00:18,0:05:34,0:07:48,0:09:01,0:13:13,0:29:10,0:32:10,0:34:10,0:34:42,0:38:18,210,13,22,0,2,2,"1,256",17,0,25,34,0,64,211,,,,,,,,,,,,,,,,,,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,4,3,0,0,2,9,0,3,0,0,0,4,0,8,52,481,60,"1,233","1,755","1,222",-3495164135625660540,0:38:18,04/10/2025 20:28:45,Housing,Half Bow,1,3,"5,463",FALSE,,,,,,,https://www.twitch.tv/couriway/clip/EphemeralHumblePuppyWTRuck-HwVjg61rpgHyxCfa,https://youtu.be/9FMKlws0bhA?si=arY0caInpQ7sNm5B&t=25734,"Coast spawn sent ocean and got nothing, cool lava fall on mountain, got map to insanely far bt in ocean ruin, got gold block from rp, dug down from cave for mid 7 enter, dug through massive wall to bastion, got to 1 heart during scary manhunt, not many pigs, got everything, spawner 15 away, confusing re-pie-ray, only one fire res for fort split, blew up large magma cube with blaze tnt, melee’d off spawner and died to fall damage, mined iron in cave and went back to bastion, traded tons of outer gold blocks + backups for pearls, got 16 obby in top chests, grabbed mushrooms for food, crafted iron hoe for no reason, nothing important burned at fort, 0.5 angle change 1.9k blind, questioned math and just built another portal, awful triangulation terrain, 1.4 angle change, quick nav, no chance at redemption zero after getting caged and front 100, slow perch but still sub 40",
4/10/2025 19:46:26,Village,Lava Pool,Bastion,forest,0:33:10,0:00:58,0:01:36,0:04:42,0:06:40,0:18:13,0:23:45,,0:27:30,0:30:42,0:32:31,102,10,11,1,10,1,"1,428",18,0,28,14,0,78,115,,,,,,,,,,,,,,,,,,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,38,0,0,0,0,0,0,0,0,4,0,0,0,33,326,36,707,601,"1,566",3802603149837690382,0:32:31,04/10/2025 19:46:26,Housing,Half Bow,1,0,"5,462",FALSE,,,,,,,,https://youtu.be/9FMKlws0bhA?si=BaGbOh0hAZuJPblJ&t=23588,"Forest spawn saw plains village and had furnace on pie, nothing but 5 obby in blacksmith, golem + cod strats with idiot villagers, pig nation in village farms, dug down for mid 4 enter, good terrain to bastion, tons of pigs in middle of housing, died doing route to not placing a block in time, 4 minutes to get back, 10 obby in top chests, not many pigs still there, eventually got all trades, no spawner in 32, dug through wall and pearled to far insanely tall fort, took ages to find spawner, didn’t notice going 10/11 on blazes (1 in 171), misplaced obby with exactly 20, checked all fort chests and got nothing, decided to just blind, 1.05k blind, nailed triangulation, nav killed sub 30, wormholed to pr, misplaced anchor in pr, messed up zero setup on the wrong tower after not noticing 1/8",
